,Simple ratio (SR),Salinity index (SI),Salinity index 1 (SI1),Salinity index 2 (SI2),Salinity index 3 (SI3),Salinity index 4 (SI4),Intensity index 1 (Int1),Intensity index 2 (Int2),Ratio vegetation index (RVI),Normalized difference salinity index (NDSI),Normalized difference vegetation index (NDVI)
22,-0.19395149236073467,1154.1553541829073,841.0942215719609,1116.9803432882957,1799.203712996049,1201.9698367473948,845.5191404654961,1514.9223284636207,0.6960741678587284,-0.1791937156409699,0.1791937156409699
23,-0.45209009978716086,1154.3459374807326,885.3301407520769,1528.405481798437,2735.89385211225,1260.6875924863984,888.3906970046085,2102.4522650661766,0.39621942110232306,-0.4324396078239542,0.4324396078239542
24,-0.19575420345375208,1164.765444188373,857.8486369584333,1119.4433122405524,1819.0037293254293,1220.9592323883974,860.6029884646794,1534.7752810103896,0.6892907040218867,-0.1839288496872517,0.1839288496872517
25,-0.16129977592670247,1097.7688797902385,783.3633673534355,995.2973980614491,1608.5042549171749,1116.4243439523236,786.4031482630273,1365.3855794121253,0.7387797366453533,-0.1502319459154854,0.1502319459154854
26,-0.6246036634541206,1252.4346638291108,879.9528090635595,2059.445823123133,4228.112413121114,1284.2890590563957,894.1521514219015,2908.322960388763,0.26136543764357295,-0.5855833213064022,0.5855833213064022
27,-0.19734966229919634,935.5578366033652,668.0712332704953,886.0559437357367,1430.600010006311,953.7052008999767,671.2287158023682,1204.3944448225277,0.6904589177826642,-0.18311068015977203,0.18311068015977203
28,-0.6211987094623691,1113.0358344025158,778.3734702539437,1840.1213385870865,3736.6193174564146,1145.124524558998,794.2041134268957,2572.6172928400747,0.26765021432126557,-0.5777222907431563,0.5777222907431563
29,-0.20131829832929787,1422.4056108784584,1015.9260515273508,1340.204267458173,2173.6817899624675,1447.4461613740557,1019.7195538995509,1830.5512463514967,0.682999791250984,-0.18835427692678902,0.18835427692678902
30,-0.601583749148672,1131.4222399710563,796.6340398289174,1806.4292610093248,3598.934263134737,1164.8586408518631,810.2695909380303,2512.8729047781867,0.2814200130847779,-0.5607685064831911,0.5607685064831911
31,-0.6414477577222313,852.1633155112188,632.7179593767372,1464.6048308836391,3131.5104381127103,908.3755025744508,637.5362903225806,2135.9697698547448,0.23883941424269609,-0.6144142469204552,0.6144142469204552
32,-0.5362898600894814,1277.5852439873972,883.8383033697581,1789.0632808555831,3354.8551591640125,1279.8885905833797,894.4907905217044,2445.0502326799115,0.3328239520231478,-0.5005732729848669,0.5005732729848669
33,-0.14785887802496825,1571.305191705387,1112.466395404139,1394.91910402189,2253.906200203212,1585.3738628703227,1116.7557081653226,1917.799226683841,0.7580988388913401,-0.13759246963680558,0.13759246963680558
34,-0.648549322838782,1118.4842145509222,799.0856345381659,1981.0123884156262,4164.767557700948,1177.9568906362442,816.1890312372396,2813.54393044024,0.24592569829320268,-0.6052321601037735,0.6052321601037735
35,-0.6004527368898083,965.5363521639646,732.334110020211,1571.5754926103086,3205.231642534444,1047.5953923994205,736.5600117394856,2251.1601055041365,0.26916249503669015,-0.5758423431368276,0.5758423431368276
36,-0.14663513418356494,1750.7122662251386,1279.7443199822994,1582.0395593087378,2571.975356469847,1819.502654432297,1283.168048088411,2192.0777417326726,0.7574138041651651,-0.13803589983183961,0.13803589983183961
37,-0.6842106682684019,1107.6485405939636,826.4360353574351,2133.1228522471724,4775.39533355447,1204.453235841079,839.1514521233157,3149.654265062837,0.21308787683569191,-0.6486851762272556,0.6486851762272556
38,-0.2386444462867596,1901.2801442537682,1338.1656462498217,1824.5323142757209,2981.2730004737423,1904.9680751144476,1342.598037464271,2489.2328241496903,0.6329842459400511,-0.22475155836464972,0.22475155836464972
39,-0.22849872902023796,1149.6096697986036,805.4340769894715,1087.961798427495,1773.8773966615681,1146.7829397628784,808.1706527217741,1484.840791610663,0.6462689307006375,-0.21486833815713066,0.21486833815713066
40,-0.613227677228782,1129.8008725646025,803.8651063438716,1850.6853263565506,3743.421900257236,1173.9672099229872,817.0981012658228,2594.3859587435536,0.2710750984910135,-0.5734711523924486,0.5734711523924486
41,-0.15496317446177357,1360.3967407485757,958.3968192579366,1214.4900393427122,1959.2673902044255,1366.8335882742238,962.4555813597387,1664.3271237882432,0.7485359358612047,-0.14381406694678078,0.14381406694678078
42,-0.1859488366202145,1363.4694246205177,961.7857306589052,1252.6828622637936,2026.6015311824492,1370.9478220032665,965.6036342689567,1711.8636150289376,0.7044367024048164,-0.1734081982499959,0.1734081982499959
43,-0.1538588288025142,1320.082007922791,949.6886632248018,1185.4281365058455,1924.8285871555026,1350.8417027907801,952.4429668114144,1638.0433941618417,0.7473917707909092,-0.14456301868398663,0.14456301868398663
44,-0.17096242695507397,1487.40416486813,1041.1033594263447,1329.1363112306294,2153.4174860333424,1482.441186978475,1044.6798891129033,1825.6368335573475,0.7241438924846304,-0.15999598915020868,0.15999598915020868
45,-0.39030127382322455,1230.0541527644834,908.6750503633316,1465.9584535772772,2520.417950709954,1295.3932634487526,912.3355195998366,1993.3608360555331,0.45973927176950025,-0.3701076888721327,0.3701076888721327
46,-0.5663527496824867,980.1577484766991,700.2905152893093,1446.2208359719068,2821.966913000131,1005.7090216602685,705.7379555927942,2024.0746559294946,0.30085452819534403,-0.537450926795458,0.537450926795458
47,-0.13141932938721182,1795.1370597860603,1237.648360713975,1531.975270387556,2472.3352059532485,1764.7451882051514,1242.7663204369128,2108.5197194055017,0.7828077340733043,-0.12182596124959671,0.12182596124959671
48,-0.5916624405597972,1143.242974813079,820.6727349968162,1807.1471877324161,3581.37848080214,1191.707825542587,831.7413987222455,2520.38762286847,0.28631870072284776,-0.5548246316220844,0.5548246316220844
49,-0.5496726316059426,1161.4559063742395,802.297606324642,1671.171387251891,3160.9558013568403,1167.1585844044214,813.8829859656474,2282.6735102561715,0.32364005563980824,-0.5109847964167716,0.5109847964167716
50,-0.21722053626145277,1613.999926606387,1188.7393643693374,1584.6068979266454,2581.467068279319,1691.903355656097,1192.553931451613,2167.417416731765,0.6605344690612668,-0.20443148712874348,0.20443148712874348
51,-0.1752777974898137,1467.656163749057,1001.6504152068104,1305.6612057935815,2100.236219589313,1431.2297259846378,1006.8547111065743,1775.3879975575821,0.7215653085149335,-0.16173344694384634,0.16173344694384634
52,-0.17883304060957564,1101.0554064709122,787.0325891407817,1008.2842509586726,1637.500572934767,1119.8043769545025,789.4305598635237,1386.809477242441,0.7122069266839797,-0.16808311473975132,0.16808311473975132
53,-0.5372997826737933,1410.4247618646389,952.3454117633327,1952.6235290063612,3647.7597671094504,1386.0278177093194,966.306974785627,2653.3960512038175,0.33488910455255366,-0.4982517972310421,0.4982517972310421
54,-0.37799478458912394,1190.8997934578524,868.5040096586414,1379.0732280674595,2357.9932780288227,1237.5561977835353,871.8004032258066,1875.3674110230777,0.47208686045043263,-0.3586154823690467,0.3586154823690467
55,-0.5528968357392687,1117.7296237621133,807.2104732273292,1671.4801634422097,3185.5801875750753,1168.9832378599208,816.9607252758913,2298.6320215721876,0.31815498129964237,-0.5172722694778187,0.5172722694778187
56,-0.1788375022666486,1577.7524090481627,1132.5186746201116,1449.51327212798,2355.127920632368,1611.095096755238,1135.8724078341015,1994.7961692578629,0.7119920862445435,-0.1682296992314,0.1682296992314
57,-0.09178340710509057,1674.7396710689204,1191.9282990918086,1398.6555730099756,2279.657378249068,1694.7863573708103,1195.1659861167825,1957.487598868775,0.8415600359569165,-0.08603573109184812,0.08603573109184812
58,-0.6178252561066732,1082.2197841668556,771.1635003149439,1798.367295004467,3649.3607244169953,1129.4921863554944,785.038038485096,2520.123129905631,0.26856860549720574,-0.5765800850921384,0.5765800850921384
59,-0.5951176173134441,1042.0691475784515,771.8741395762352,1649.6483321328017,3336.581042109447,1105.5684742838323,776.8302623519805,2350.876910265717,0.2745917947034295,-0.5691298251808986,0.5691298251808986
60,-0.6037438103712115,1180.0297484667308,829.0394400253933,1881.4884789971481,3761.9834908820535,1210.7927138484265,842.7086955383327,2623.6144194440567,0.27903666702611546,-0.5636768292579089,0.5636768292579089
61,-0.523856238186613,1281.077301443692,900.2817676831028,1789.955815895448,3319.885881648401,1302.9333942591024,910.8581053491221,2437.6199431362766,0.34362285214584654,-0.48851293858680633,0.48851293858680633
62,-0.17826993823937962,1057.2006326458727,768.9732809656482,982.7066814376603,1597.3446049214108,1093.7377778380849,771.1845013270721,1353.2599818709073,0.7125727589253297,-0.16783359397532172,0.16783359397532172
63,-0.24329357536677862,1497.607283647801,1062.1504875857852,1457.5622795792667,2381.8949897524735,1512.5617221962245,1065.8529776674936,1985.8503660815488,0.6275105920331133,-0.22887065054462513,0.22887065054462513
64,-0.4008029725089264,1256.1296713503382,936.3916063123725,1513.810059635194,2629.4875449800043,1331.9907589777308,939.1296319926502,2072.7086287108873,0.44584017582451846,-0.3832787561456862,0.3832787561456862
65,-0.6334653099181148,981.059870196919,747.7109428994149,1700.3498745479442,3604.956026608475,1071.7091474265017,752.778819597879,2473.7630915410546,0.24404099859006617,-0.6076640579102296,0.6076640579102296
66,-0.18245900364118037,1181.7655238652953,838.682844153541,1080.0678008975356,1753.161426161219,1193.650953235776,841.365025466893,1483.3876862856064,0.7075242544165058,-0.17128643697271456,0.17128643697271456
67,-0.6417176442681052,1243.8701029132528,869.6090303862151,2114.526736241851,4419.469124730293,1276.2426673592788,886.176488833747,3001.768131758724,0.24974838275847097,-0.6003221349129158,0.6003221349129158
68,-0.6783481525460389,908.8126433569972,716.7767669675662,1766.4555678884078,3989.9431908502193,1028.6158416114074,722.0783227848101,2649.6153598218475,0.2099616520892393,-0.6529449479217811,0.6529449479217811
69,-0.29052244349913325,1264.4266583147837,867.2222853031165,1262.0852046895925,2077.328710500905,1237.766616104666,871.2369339330023,1705.3874562501915,0.5723062749366024,-0.2720168022484315,0.2720168022484315
70,-0.5988235846027885,960.4074406097149,722.2648995498831,1547.665087464236,3148.7565014615375,1033.5147716227723,726.5476504342431,2213.7022088388017,0.27075829274421614,-0.5738634258140299,0.5738634258140299
71,-0.6878678683782333,1115.3838466497393,837.1298943563158,2170.760821355351,4893.081133749346,1218.7924407837465,849.5628190077582,3218.992495519713,0.2098342180680581,-0.6531190555956748,0.6531190555956748
72,-0.6466247479800201,1136.908794376152,817.9033757843623,1967.7004720477996,4175.673875676259,1189.0924436577661,829.4384702620969,2830.8324517435785,0.2416533440502763,-0.6107555378347349,0.6107555378347349
73,-0.11637209714540234,1745.9062977774513,1223.7980621140243,1483.2834383766055,2402.558753684782,1742.758026989163,1228.0644256617038,2054.968746649358,0.8044105934033812,-0.10839517752315384,0.10839517752315384
74,-0.15776417755694616,1117.4859243349408,801.4314891307944,1023.1400149425086,1647.2106420622492,1144.117454731978,805.2312732630273,1397.746705361793,0.7454367798226413,-0.14584499600336454,0.14584499600336454
75,-0.3505866609916242,1477.938639234859,1101.7254937620166,1703.7693428638916,2870.9082855664265,1571.302042110191,1106.4117943548388,2307.7781286378395,0.5028178564337616,-0.33083326860785955,0.33083326860785955
76,-0.5539549831029876,1000.8127191382773,741.393731921167,1481.8164910262776,2875.106281060396,1059.5175112506167,745.3030739421869,2081.68426682338,0.3073747198101477,-0.5297832898975077,0.5297832898975077
77,-0.28310411856097506,1691.6301800573672,1255.1248347227681,1795.0527740747434,2960.651749396624,1787.56297569028,1259.5691816583953,2439.6197514589653,0.5784864799171332,-0.26703650962217634,0.26703650962217634
78,-0.6549746506420878,1120.0134888917892,804.5466531370745,2000.0475069616818,4257.791787039554,1180.84137281769,819.905022229115,2865.2903498644428,0.23903987842470675,-0.6141530509435776,0.6141530509435776
79,-0.12383098489689481,1737.5954827758749,1278.7182381129812,1537.1934505248325,2507.6920095033993,1816.3822676352884,1281.5503508588188,2146.026300834769,0.7904806226725755,-0.11701851149591541,0.11701851149591541
80,-0.2076186529782002,887.5941029655493,667.678888998391,895.8933527616363,1447.2657128112132,953.4839104201319,670.9548727482195,1215.345926139273,0.6770654902932863,-0.19255927188045507,0.19255927188045507
81,-0.15928783802045152,1445.9020331944982,1007.1375214047537,1270.5890665169186,2058.133489990345,1433.9305350985758,1010.5454905063291,1748.7454436240039,0.7406315523404485,-0.14900824204341542,0.14900824204341542
82,-0.17207604777419408,1381.2372920736027,974.1957631478771,1252.6877763064406,2024.0365541634112,1388.82875955041,978.1308825030626,1714.3167709231284,0.7238535540082274,-0.16019136042599977,0.16019136042599977
83,-0.1503432348667077,1727.6258170991207,1248.161929502643,1556.4407730760793,2524.2662789878536,1776.135211254991,1252.0455955334987,2148.8822527034895,0.7529714413505462,-0.14091989910522157,0.14091989910522157
84,-0.31677883861820083,1498.8132766218466,1084.1489232580661,1608.3747537838667,2679.957700922719,1544.4590155142873,1088.1304409636064,2183.212587212419,0.5392884346616359,-0.29930164806288373,0.29930164806288373
85,-0.6444336082637394,1153.963653125735,849.8041002954237,2036.5941949609137,4309.224233546906,1235.3413915594447,861.7427649040424,2925.922089798557,0.243362783571199,-0.6085409877361618,0.6085409877361618
86,-0.16765781555545903,1410.0933805232717,1010.9902270428835,1266.9693884984124,2067.3551595723166,1435.850424524055,1013.1471906833615,1756.8357871745895,0.7255878605682111,-0.1590253070866116,0.1590253070866116
87,-0.13287598889411772,1723.621635692201,1220.1953020999667,1500.7337388107505,2430.685356890397,1737.2783460788967,1224.3252429693962,2074.339250566737,0.7792828810393596,-0.12404835752239099,0.12404835752239099
88,-0.4210893586145193,1182.4160056944631,869.3513242403468,1455.0317932041526,2544.917500465751,1239.7068175636543,872.9857449338296,1984.261148542566,0.4285895429909276,-0.3999822480939868,0.3999822480939868
89,-0.419105636586297,1182.4242220809163,897.307665961214,1492.5758848358062,2611.929784544345,1278.4027200985538,900.6436045324622,2039.4877208006287,0.4294219947589757,-0.39916694113639495,0.39916694113639495
90,-0.14573425688933295,1356.9381816347673,967.7478332729448,1210.2585413600684,1956.0410388697182,1378.9747658966717,971.4220430107528,1665.0583203136966,0.7610842310714044,-0.1356640214666192,0.1356640214666192
91,-0.20047744450911237,1546.2954132577177,1122.036103643846,1461.4253399082434,2383.0673094991434,1595.1149941726267,1124.980208758677,2010.2228247924324,0.6813474731035447,-0.18952211365819877,0.18952211365819877
92,-0.2981950105817164,1293.4786215131014,947.2278522165509,1398.1565484054906,2300.7829402708335,1354.004258133465,952.3403723292837,1882.4310409199522,0.5649383230402788,-0.27800563802061323,0.27800563802061323
93,-0.09186358507084287,1403.433991596676,1015.2743020171192,1189.945382214121,1940.7000097752486,1443.3183526776374,1017.9307053833265,1666.611802064423,0.841262596500937,-0.08621117042225336,0.08621117042225336
94,-0.22400108435611613,1060.053452698876,745.6861488128396,1006.8038108619465,1637.4001648026167,1062.574539788671,748.5252697253705,1371.42466912477,0.6531213577575966,-0.20983253323454276,0.20983253323454276
95,-0.18737004274300328,1351.4124239444784,918.1471773518256,1201.9487293023342,1941.5499344954815,1309.7558039171213,922.1508478081059,1638.7671820911069,0.7032965513273117,-0.17419365314952293,0.17419365314952293
96,-0.564991865100031,1106.7310260133077,804.1895983689094,1643.7279775044183,3215.49057761563,1151.6642235010913,809.2855342741935,2310.372571311231,0.2997699904613132,-0.5387337872681317,0.5387337872681317
97,-0.22636702352461133,1560.4621094581587,1116.783277962879,1497.0377516695403,2446.121075308513,1588.4453244039278,1119.99646522832,2050.0972348290898,0.6476576592499828,-0.21384438616357004,0.21384438616357004
98,-0.45858034455243873,1142.755378383852,838.8997012993178,1463.0154269734508,2628.2485260464987,1195.1841169758338,842.0169967333607,2012.404244740862,0.3906417504924052,-0.43818492382515506,0.43818492382515506
99,-0.5763858042604844,1276.1113978946753,875.0397305970615,1931.2630919066323,3724.3582368943676,1285.903635000793,892.3196202531648,2639.9820675105484,0.30528662758693964,-0.5322305137664397,0.5322305137664397
100,-0.4598075283566977,1197.1364203894266,830.3961669928927,1503.3373665741783,2661.0829770310866,1195.7817656328243,838.0050148019598,2026.6458961896767,0.39990016858384053,-0.4286733046280216,0.4286733046280216
101,-0.2913418651397698,1651.5510088572778,1178.7482529771441,1710.2342802221544,2820.3677043920093,1680.8918930623636,1183.6693419148055,2316.0425612880244,0.5702588628050832,-0.2736753457498305,0.2736753457498305
102,-0.14948964761834987,1357.5450715440072,979.5359100345142,1233.8700747064786,1990.975775459476,1396.7718767070694,983.6097897100858,1693.0132121198374,0.7562968867759059,-0.13875963401123384,0.13875963401123384
103,-0.604641180316148,967.131425853023,746.0088640130923,1607.3537995496677,3298.8404754976013,1066.3646790798305,750.0320125103392,2310.8983467933404,0.26511331721623,-0.5808860540657521,0.5808860540657521
104,-0.14163270210610618,1693.0662942685333,1161.6246015365982,1458.3746749455836,2348.6154790082046,1657.8555912058491,1166.964929966044,1998.7565966327106,0.768509263359626,-0.13089597065531478,0.13089597065531478
105,-0.5341930439889516,1078.7086307064342,804.2161149960593,1556.0590979842611,2968.273930332016,1147.620066558242,807.8612096774193,2176.5849133811225,0.32311759377052335,-0.5115814417526917,0.5115814417526917
106,-0.18219363043056688,1331.0244676738441,930.7834426196611,1204.9500679215948,1950.932170419638,1326.113755382679,934.2501440092167,1649.714790473863,0.7090906393858764,-0.17021295062423106,0.17021295062423106
107,-0.6434959748587366,957.5035886986565,737.4086028128892,1702.7827900685186,3662.1549613365873,1056.5048015721447,742.2508488964347,2495.474776771678,0.23582168298293252,-0.6183564567119034,0.6183564567119034
108,-0.3695268509744042,1409.0527428366074,1013.286017198589,1620.8702216560298,2740.0169288307766,1450.0109007108933,1019.3170161290323,2181.7671395858224,0.48605771384166246,-0.345842749828152,0.345842749828152
109,-0.2793227469896635,1341.5370723085957,961.839692981461,1364.539504822135,2252.388408615522,1368.725206820633,964.8419406534324,1859.2474487256072,0.5818932312794467,-0.2643078309288836,0.2643078309288836
110,-0.375305855101131,1266.7133577175064,933.2206980371577,1476.1891316706894,2521.545602819137,1329.5321936087398,936.6773185483872,2007.954170400239,0.47470146738381436,-0.3562066928353224,0.3562066928353224
111,-0.17958666966802336,1309.67602789577,901.2711301940922,1170.9896041212114,1890.3411265407567,1285.6886217959006,905.2036417925685,1598.0951092093521,0.714028688082919,-0.16684161350702356,0.16684161350702356
112,-0.5000065287768884,1177.1292163681944,820.425865864091,1569.5855250206987,2860.2336504927293,1183.7710855117252,828.7809097782258,2130.666326444892,0.3633828729063593,-0.46693936072157577,0.46693936072157577
113,-0.35363055194324616,1414.6234781595147,1026.3946584768144,1585.5569412861641,2680.4688340106472,1462.3854473863464,1030.235796629446,2153.4390254993414,0.4981808262945286,-0.3349523401301482,0.3349523401301482
114,-0.17166300133719947,1396.7622756701637,972.7808864695254,1249.309665780168,2019.3040218126005,1386.5742433606854,976.6260080645161,1710.6220230668603,0.724257172317186,-0.15991978001300702,0.15991978001300702
115,-0.6076907265985977,1295.1550478835038,921.8398873043136,2083.2275634108737,4203.972486857884,1339.761405055438,934.6841950796243,2927.0712086754984,0.27331661302754023,-0.5707012533549206,0.5707012533549206
116,-0.1534588163688368,1492.5498051912944,1041.9280341118686,1315.8820401231917,2124.6333379095513,1485.3785706543576,1046.133064516129,1805.6917064914373,0.7503282688539434,-0.14264280340369143,0.14264280340369143
117,-0.5697662831447046,994.3388052153506,738.3074235112396,1510.7110491141093,2978.7138971397317,1055.428181026559,742.3146820130667,2135.046515111989,0.29414929744900636,-0.545416749012149,0.545416749012149
118,-0.19042722944837054,1177.1247882133523,829.5100539130624,1079.5135616395535,1751.2357757109576,1181.1848003706127,832.371820719603,1478.829323093772,0.6971339835045801,-0.17845734010346187,0.17845734010346187
119,-0.6371311196714095,1152.9749615581195,811.652751363151,1966.623672856782,4078.1196579285784,1193.6857332296165,828.016607216708,2777.7713555547894,0.2543446228227227,-0.5944581446040617,0.5944581446040617
120,-0.5699519108377613,1129.626110563781,815.8550230449418,1742.0770108688394,3369.4539026564153,1185.0465896684595,826.9785754389547,2404.071168031547,0.30504248075917273,-0.5325171628409787,0.5325171628409787
121,-0.5090628805428554,1001.3395614039969,725.71257203032,1404.6776935373491,2579.465163610219,1047.1350844392534,733.1114102694978,1911.79167281052,0.35505968054684584,-0.47594975240712867,0.47594975240712867
122,-0.6298110583998405,992.6323226419705,737.0374288093809,1671.9988570613407,3521.364672242719,1057.6994241956097,742.491820641078,2421.8727395346555,0.24780697843202024,-0.6028120010301407,0.6028120010301407
123,-0.6685206950066844,1151.8473104365962,853.4474473592352,2140.3389198159944,4678.591889107751,1243.3306628635419,866.4029414805624,3121.583140910762,0.2251866326241324,-0.6324043592577849,0.6324043592577849
124,-0.6041704349761089,1119.2438813989897,784.401385181458,1797.9487333760324,3582.6849486509186,1151.0177348480613,799.2829430314309,2495.6606733258277,0.28083387464021187,-0.5614827493236021,0.5614827493236021
125,-0.16173173241139188,1010.9630268219186,718.5953658605313,921.2834156661087,1483.1606919645787,1025.9582729575568,722.0368718982629,1257.568210929602,0.7398722421286755,-0.1495096890292743,0.1495096890292743
126,-0.3492931559856664,1273.4206371089217,923.5327452881991,1436.924357411659,2412.15630914271,1319.600372759268,928.3278794458231,1937.9259326272095,0.506419958114697,-0.3276510240232242,0.3276510240232242
127,-0.6242905948765489,923.5275110716593,660.7487357085388,1492.5744689192074,3113.668762713661,949.8088739926973,666.2046758684864,2148.837154500965,0.2533640582217638,-0.5957055628653829,0.5957055628653829
128,-0.37407705548986364,1221.1471281768156,893.0552837075495,1417.6422737822131,2414.8546086773754,1273.7564700670487,896.8766671836229,1922.6772369841924,0.47747149278571016,-0.3536640197565399,0.3536640197565399
129,-0.15097448460740223,1559.7227577993585,1096.4800261636467,1381.9365835978208,2230.839854392817,1563.2524204888612,1100.9422130289065,1896.6947382814317,0.7539806242723266,-0.1402634512167085,0.1402634512167085
130,-0.1030825184469771,1678.4778114695714,1182.8038359589716,1409.7970907279039,2289.9857313176453,1683.1613997487043,1186.4950617599018,1962.8651977186455,0.8243574857352562,-0.09627636887951044,0.09627636887951044
131,-0.4085406359046852,1223.0722746300075,867.9807521182728,1454.9890401936937,2508.241379974156,1243.1357020413386,873.5226879974865,1962.775694250493,0.4460688722327477,-0.3830599900210672,0.3830599900210672
132,-0.39643250129565627,1012.1172454816812,725.7463347417191,1172.9416287864155,2028.0651508155431,1033.3904000011794,728.2360887096773,1600.7543603146155,0.4517974215614271,-0.37760266707801,0.37760266707801
133,-0.4586648188892369,1185.8973662435076,834.9978551739006,1495.2383298414409,2655.1085964891795,1198.4949280129222,841.2539641455974,2025.8648250064584,0.3982991976107102,-0.4303090521809802,0.4303090521809802
134,-0.5949476051655572,1288.4620308479052,916.7986526304976,2045.8901239600161,4054.9982237397594,1336.5506273041822,931.0487525201613,2845.24852103868,0.28558152061017383,-0.5557162015293613,0.5557162015293613
135,-0.27055038861644526,1401.8211595214514,1010.173819565984,1413.9961862825805,2333.2465366390907,1436.3410017706433,1012.9138370118844,1932.2837200528204,0.5913654383105146,-0.25678235297312696,0.25678235297312696
136,-0.12482914366410193,1802.614708399146,1248.6299849056265,1536.342236192639,2479.4599767728937,1780.5007943041069,1253.8278148263028,2116.6051177702725,0.792717645743193,-0.11562465218602543,0.11562465218602543
