,Coastal,Blue,Green,Red,NIR,Extra
20,592.4582278481013,793.0247136829414,1032.6882911392406,1256.6382196815025,1661.299578059072,1702.071729957806
21,576.306329113924,808.3417721518987,1031.8947784810127,1185.9367088607592,2335.20768870136,2427.0759493670894
22,495.4189873417721,612.9499698613623,759.129746835443,931.908534095549,1338.8063759962492,1421.1265822784808
23,493.06103896103895,679.0074211502781,814.7118506493507,962.0695433598662,2428.123136123136,2497.2683982683984
24,485.17468354430383,631.8047016274865,791.8045886075948,929.4013883217639,1348.3445850914204,1379.801687763713
25,434.42307692307696,559.0048840048838,717.3253205128206,855.480976013234,1157.9648622981958,1179.3276353276353
26,454.9815789473684,618.249373433584,735.4350328947369,1052.8692699490662,4028.341617933723,4006.2616959064326
27,362.653164556962,477.06208559373124,606.1993670886076,736.258064516129,1066.331458040319,1121.098452883263
28,414.18961038961044,544.3358070500929,636.4228896103897,951.9853372434017,3556.8263588263585,3539.079365079365
29,541.1316455696203,725.6057866184449,931.8433544303797,1107.5957533687222,1621.6633849038915,1686.1336146272854
30,419.625,560.9097744360902,662.2458881578947,958.2932937181661,3405.2066276803125,3428.3011695906434
31,291.19605263157894,469.78320802005015,559.3026315789473,715.7699490662139,2996.8669590643276,3044.1154970760235
32,443.60493827160496,611.4426807760143,756.854938271605,1032.126642771804,3101.1188843164146,3106.0932784636493
33,593.1524999999999,787.6136904761905,1018.9710937500001,1214.5403225806451,1602.087037037037,1646.3972222222221
34,435.4632911392405,570.895720313442,649.9762658227847,982.4017966516946,3994.7097984060006,4005.351617440225
35,361.50759493670887,555.4562989752864,657.7729430379748,815.3470804409964,3029.2001875293013,3096.0956399437414
36,714.1802469135802,935.4738389182834,1189.4945987654323,1376.8414974113898,1817.819387288523,1880.9012345679014
37,431.3746835443038,616.6184448462928,693.6226265822785,984.6802776643528,4621.005625879043,4564.729957805906
38,675.0202531645571,941.8324291742015,1233.5925632911394,1451.6035116374028,2293.2695733708383,2343.067510548523
39,414.6650000000001,564.2994047619047,741.7195312499999,874.6217741935482,1353.3402777777778,1377.7694444444444
40,419.5759493670886,571.9584086799279,670.6392405063291,963.5569620253166,3554.575714955462,3520.666666666667
41,512.3822784810127,675.1886678722121,874.1590189873419,1050.7521437321354,1403.7430848570086,1445.5639943741207
42,517.1337662337662,678.439703153989,879.8214285714284,1051.385839966485,1492.5199615199615,1534.7647907647906
43,516.8653846153846,683.2216117216118,880.0616987179486,1024.82423490488,1371.2008547008547,1414.273504273504
44,530.2724999999999,728.7166666666666,958.3093749999999,1131.0504032258063,1561.9138888888886,1616.2541666666666
45,483.3227848101266,671.2634116937913,830.6914556962024,993.9795835034708,2162.0506329113928,2239.9268635724334
46,331.81298701298704,500.334570191713,618.220779220779,793.2551319648094,2636.673400673401,2677.520923520924
47,625.7658227848102,853.2905364677515,1130.095727848101,1355.4369130257248,1731.5067979371777,1799.5457102672292
48,434.4090909090909,589.1168831168832,696.5008116883118,966.9819857561794,3377.2924482924486,3390.8629148629147
49,414.16623376623374,554.2022263450833,677.0470779220781,950.7188940092167,2937.5810485810484,2937.3535353535353
50,671.876923076923,875.5274725274727,1097.2459935897434,1287.8618693134824,1949.7269705603042,1964.4658119658116
51,516.760759493671,683.6094032549729,904.6155063291139,1109.0939158840345,1537.0665729020157,1584.9845288326298
52,425.53076923076924,562.5695970695971,727.9463141025641,850.9148056244834,1194.7578347578346,1231.394586894587
53,476.3050632911392,643.0415913200724,802.6384493670887,1129.9755002041652,3374.1781528363813,3460.690576652602
54,464.8578947368422,633.3859649122805,796.059210526316,947.5415959252972,2007.1340155945422,2081.5818713450294
55,440.08684210526314,582.9573934837093,691.1192434210526,942.80220713073,2963.3425925925926,2983.891812865497
56,603.4961038961039,812.9276437847868,1048.6509740259742,1223.0938416422287,1717.847522847523,1771.096681096681
57,610.5367088607595,848.3068113321276,1107.253164556962,1283.078807676603,1524.6432255039851,1551.3628691983124
58,419.0493670886077,549.5123568414707,638.0973101265823,931.9787668436097,3470.1701828410696,3472.133614627286
59,379.23164556962024,571.7371910789631,689.2199367088607,864.4405879951003,3148.0932958274734,3173.7946554149084
60,418.5363636363636,582.4483611626468,691.5413961038962,993.8759949727691,3561.8114478114476,3549.532467532467
61,478.01012658227853,632.6763110307414,772.4556962025316,1049.2605144957126,3053.5236755743094,3056.284106891702
62,436.50379746835443,559.3261000602772,712.826740506329,829.5422621478152,1164.1509610876699,1220.597749648383
63,537.0089743589743,753.3107448107448,977.0897435897435,1154.6162117452438,1839.9947768281102,1838.830484330484
64,498.4784810126581,698.0403857745631,867.4691455696203,1010.7901184156799,2267.157993436474,2294.5864978902955
65,373.9164383561644,569.8649706457925,665.5761986301368,839.981440565621,3441.9685438863507,3465.328767123288
66,453.37763157894733,595.201754385965,774.2368421052631,908.4932088285229,1284.045321637427,1323.81432748538
67,448.2589743589744,607.9572649572651,715.6217948717949,1056.7311827956992,4231.183285849954,4224.903133903134
68,360.2569620253165,565.3188667872213,634.7389240506328,809.4177215189873,3855.074074074075,3912.5625879043605
69,432.66923076923075,594.7948717948717,787.6947115384615,954.7791563275433,1668.301044634378,1781.3404558404557
70,355.7782051282051,543.172161172161,647.7764423076923,805.318858560794,2974.3091168091173,3045.27207977208
71,436.3025316455696,628.2917420132609,704.7507911392406,994.3748468762758,4738.8593530239095,4664.632911392405
72,413.98875,588.4077380952382,691.5898437500001,967.2870967741937,4002.7879629629633,4047.851388888889
73,626.2384615384615,857.8247863247865,1125.7876602564102,1330.3411910669975,1653.8086419753085,1684.074074074074
74,439.4179487179487,574.7655677655678,727.0969551282052,883.3655913978495,1185.0308641975312,1226.434472934473
75,622.0692307692309,821.2783882783884,1004.6866987179486,1208.1368899917288,2402.732668566002,2435.188034188034
76,364.62857142857143,549.2183055040199,669.0665584415584,821.5395894428153,2672.762385762386,2733.0707070707067
77,713.7551282051281,931.2545787545787,1153.851762820513,1365.286600496278,2360.10113960114,2417.0455840455843
78,423.0705128205129,577.935286935287,661.9527243589745,977.8573200992555,4090.7706552706554,4028.2763532763533
79,710.7883116883116,941.0247371675944,1196.3977272727273,1366.7029744449103,1728.9518999519,1778.1298701298701
80,418.4675324675324,502.25108225108227,604.7329545454545,737.1767909509845,1088.782106782107,1177.9235209235208
81,528.693670886076,701.5177817962627,927.6226265822786,1093.4683544303796,1476.3999062353496,1507.985935302391
82,510.06329113924056,687.1066907775769,890.4802215189874,1065.7815434871377,1472.3717768401314,1515.8241912798876
83,687.9884615384615,901.7625152625153,1153.5064102564104,1350.584780810587,1793.6733143399813,1869.6438746438746
84,573.873076923077,784.2063492063493,995.1306089743591,1181.1302729528536,2190.1642924976254,2268.4074074074074
85,459.4379746835443,625.8143459915611,718.7966772151899,1004.6888525928949,4128.358649789029,4102.672292545711
86,512.8552631578948,724.84649122807,947.0715460526317,1079.2228353140915,1487.3771929824559,1505.0350877192982
87,655.4115384615384,863.8070818070819,1123.8477564102566,1324.802729528536,1700.028015194682,1749.22792022792
88,455.6576923076923,639.1758241758242,793.4094551282051,952.562034739454,2222.5508072174734,2307.44301994302
89,502.52531645569616,680.9409282700421,823.1977848101266,978.0894242547978,2277.6882325363335,2389.258790436006
90,521.8205128205128,690.1831501831502,887.0128205128206,1055.831265508685,1387.2725546058878,1429.0071225071226
91,606.8025316455696,814.1814345991562,1043.6447784810125,1206.3156390363415,1770.4852320675107,1827.3614627285513
92,548.0532467532468,693.664811379097,853.7930194805194,1050.887725178048,1860.181337181337,1918.2409812409812
93,539.3129870129869,734.4712430426715,944.4391233766235,1091.4222873900294,1297.3621933621932,1319.8051948051948
94,383.84054054054053,524.5469755469755,683.3927364864866,813.6578029642545,1245.798798798799,1288.1006006006007
95,455.74230769230763,623.7875457875458,836.3141025641027,1007.9875930521091,1433.232668566002,1469.3774928774928
96,390.08625,584.352380952381,718.6093749999999,899.9616935483872,3002.1740740740747,3029.3611111111113
97,587.7571428571429,799.2535559678419,1035.2191558441557,1204.7737746124842,1860.2015392015394,1887.8759018759022
98,430.432911392405,615.838456901748,769.629746835443,914.4042466312782,2340.7744960150026,2386.428973277075
99,461.15569620253166,600.0216998191682,717.5632911392406,1067.075949367089,3495.3248945147675,3481.492264416315
100,420.88101265822786,576.0060277275469,725.334651898734,950.6753777051857,2377.281762775434,2377.045007032349
101,614.8589743589744,841.2985347985348,1075.8469551282053,1291.4917287014061,2264.7464387464383,2329.440170940171
102,546.0797468354431,706.783604581073,894.1803797468355,1073.039199673336,1418.806844819503,1468.196905766526
103,381.91923076923075,575.4432234432235,672.4511217948718,827.6129032258067,3121.732668566002,3174.293447293447
104,578.8947368421052,796.9987468671677,1055.4506578947369,1278.4792020373511,1663.5833333333333,1728.7061403508771
105,406.32266666666663,599.5720634920634,731.205,884.5174193548387,2737.4474074074064,2822.5481481481484
106,487.5506493506494,650.8954854669142,853.8417207792209,1014.6585672392125,1430.929292929293,1473.97113997114
107,366.20789473684215,567.9053884711778,657.6052631578948,826.8964346349746,3506.4478557504863,3535.795321637427
108,544.648,728.6800000000001,908.5983333333334,1130.0356989247312,2324.90024691358,2373.0414814814812
109,494.4923076923077,689.6086691086691,888.786858974359,1040.8970223325061,1788.8110161443494,1788.934472934473
110,498.00375,687.5279761904762,856.2812500000002,1017.0733870967742,2142.5537037037034,2194.5361111111106
111,463.9379746835443,620.2218203737192,820.9185126582279,989.4887709269091,1385.7829348335672,1415.4556962025315
112,419.3662499999999,571.8136904761905,711.3960937500001,946.1657258064516,2603.7708333333326,2654.0430555555554
113,538.7269230769232,744.7112332112332,941.354967948718,1119.116625310174,2246.4064577397908,2319.9287749287746
114,508.0810126582279,677.4972875226041,890.0482594936708,1063.2037566353613,1467.9920300046883,1508.1392405063293
115,489.6835443037974,656.1289933694998,780.2634493670886,1089.10494079216,3984.7740271917482,3958.780590717299
116,542.7435897435897,727.3553113553113,952.4294871794872,1139.8366418527708,1519.1172839506169,1558.3105413105413
117,359.3455696202532,548.2013261000604,665.2871835443037,819.3421804818295,2785.4636661978443,2822.6033755274266
118,439.24487179487176,584.5488400488401,763.4086538461539,901.334987593052,1292.9150047483379,1350.6566951566952
119,425.6807692307692,571.3742368742368,664.2139423076924,991.8192721257238,3899.5094966761626,3875.7592592592587
120,445.92405063291136,589.2386980108498,691.7966772151898,962.1604736627196,3154.185185185185,3191.4641350210973
121,399.6835443037975,525.954189270645,629.2191455696202,837.0036749693753,2357.360525082044,2382.5907172995776
122,352.45063291139246,547.2561784207354,652.6590189873418,832.3246222948142,3358.761837787155,3375.9156118143455
123,459.31794871794875,632.3516483516485,717.1330128205128,1015.6728701406121,4510.360398860399,4463.907407407407
124,412.3615384615384,549.7332112332113,645.7652243589744,952.8006617038874,3392.7554605887935,3373.868945868946
125,388.8589743589744,510.7796092796093,651.6241987179485,792.4495450785773,1071.062678062678,1116.8333333333333
126,507.9794871794872,669.7808302808303,834.0945512820513,1022.5612076095947,2019.196106362773,2082.934472934473
127,284.72435897435895,472.7405372405372,581.1177884615385,751.2915632754344,2965.264957264957,3026.5284900284896
128,479.374358974359,653.1135531135533,814.1722756410256,979.5810587262199,2051.601139601139,2071.8945868945866
129,585.3090909090909,770.8218923933211,1001.9204545454546,1199.9639715123585,1591.5050505050503,1626.02886002886
130,597.5025316455697,833.5081374321879,1092.9770569620252,1280.0130665577785,1552.7402719174875,1565.7890295358648
131,448.1272727272727,615.9820655534941,775.2816558441558,971.7637201508171,2178.5060125060127,2189.9220779220777
132,359.2493333333333,520.4019047619049,668.0691666666667,788.403010752688,1745.0365432098765,1781.1214814814816
133,417.6364864864865,587.9272844272846,738.8488175675676,943.6591107236271,2369.221721721722,2372.9984984984985
134,488.40625,652.3434523809525,768.77734375,1093.3201612903226,3828.399537037037,3818.820833333333
135,518.2986842105263,727.9467418546365,938.4605263157896,1087.3671477079793,1838.7397660818717,1894.7690058479534
136,628.4307692307692,864.8974358974358,1139.778044871795,1367.8775847808106,1725.5546058879395,1785.6467236467238
137,525.2582278481012,715.6841470765521,943.0593354430378,1115.2752143732132,1590.107360525082,1617.7018284106894
138,443.64399999999995,634.9092063492064,704.4808333333335,998.5036559139784,4886.289382716049,4876.091851851852
139,478.4794871794872,622.5274725274724,800.9415064102564,936.3883374689826,1329.5716999050333,1373.4643874643875
140,464.09743589743596,662.0952380952381,820.334935897436,988.8540115798178,2618.566001899335,2657.858974358974
141,427.2675324675324,566.6406926406926,663.8547077922078,804.7457059069962,2094.4487734487734,2221.4689754689753
142,592.7079999999999,810.0406349206347,1032.4199999999998,1232.0227956989247,2072.954567901234,2138.155555555555
143,463.087012987013,647.4495980210265,814.6168831168832,981.0117302052785,2222.431457431458,2254.633477633478
144,410.23205128205126,554.3974358974358,639.630608974359,972.1319272125722,4053.0470085470088,4031.059829059829
145,490.17792207792206,665.8528138528139,858.9034090909092,1027.7369082530372,1456.8354978354978,1499.2395382395384
146,360.76282051282055,526.45115995116,642.2371794871794,811.9400330851942,2605.0859449192776,2642.529914529915
147,454.82307692307694,592.0579975579976,708.0849358974358,990.5343258891646,3076.5973409306735,3071.840455840456
148,539.3518987341772,727.398432790838,932.3694620253164,1117.7272356063702,2025.0482887951239,2079.149085794655
149,449.8873417721519,599.3116335141652,794.6337025316456,964.9881584320132,1387.7890295358648,1421.1786216596342
150,467.3051282051282,610.2869352869353,740.6738782051282,1042.8213399503722,3132.223171889838,3166.782051282051
151,393.45897435897433,526.2319902319902,687.5248397435897,845.8105872622001,1122.2568850902182,1166.9287749287748
152,601.3076923076924,790.8211233211233,1013.7363782051281,1211.5942928039701,1623.0512820512824,1686.4843304843305
153,557.8115384615384,733.2026862026863,953.5168269230768,1121.1894127377996,1500.270180436847,1522.7222222222222
154,543.5910256410257,711.3980463980464,903.1402243589745,1070.3693134822167,1384.0142450142453,1411.405982905983
155,407.96153846153845,559.6605616605617,736.747596153846,896.2502067824647,1391.5085470085469,1430.0299145299145
156,417.33026315789476,603.0137844611527,719.313322368421,961.5420203735147,3477.71783625731,3501.9005847953213
157,535.9844155844157,731.7520098948671,938.0892857142858,1071.3824884792627,1682.1438191438192,1753.0418470418472
158,527.5973684210527,745.8621553884711,992.6348684210526,1164.7771646859087,1408.9074074074074,1428.9152046783627
159,485.2675324675324,685.9282622139765,888.1599025974025,1059.969417679095,2033.9600769600772,2020.6594516594519
160,446.95064935064937,602.8849721706863,692.9594155844155,966.8806032677005,3869.897546897547,3860.0909090909086
161,401.34177215189874,571.4665461121158,722.2982594936709,945.9563086974277,2619.1922175339896,2650.565400843882
162,443.8679487179487,613.482905982906,730.9591346153845,997.5740281224151,3619.179012345679,3667.6524216524217
163,415.2860759493671,570.2537673297165,650.1930379746836,969.5532870559412,4172.0928270042195,4112.601969057666
164,407.9578947368421,533.1904761904761,644.7532894736842,856.2143463497453,2247.902046783626,2321.4926900584796
165,415.1717948717948,588.9346764346765,726.3333333333334,883.5843672456573,2252.06220322887,2353.349002849003
166,456.58734177215194,618.6015672091623,765.995253164557,1028.0865659452838,2784.877168307547,2828.690576652602
167,585.2025316455696,742.5913200723328,927.9675632911392,1118.690894242548,1676.8251289263944,1728.9549929676512
168,372.60769230769233,504.1923076923077,592.5320512820514,913.3234077750208,3842.5754985754984,3825.3831908831908
169,676.7897435897436,891.4273504273502,1145.1217948717947,1372.705955334988,1782.6961063627732,1844.062678062678
170,450.24556962025315,611.4261603375527,705.2033227848101,1036.4099632503066,4427.734177215189,4418.585091420534
171,522.7518987341771,726.875226039783,949.0751582278481,1109.3164556962026,1342.6826066572903,1367.7862165963431
172,496.283116883117,658.3988868274582,863.1915584415584,1030.7302052785924,1463.8460798460799,1516.939393939394
173,477.7037974683544,661.1928872814949,757.7072784810126,1061.2417313189057,4512.618377871542,4480.222222222223
174,365.5860759493671,559.5858951175406,673.3496835443038,832.7403021641486,2956.674636661979,3019.555555555555
175,482.5329113924051,632.9457504520797,813.8481012658228,993.9914250714578,1322.6305672761368,1371.3924050632913
176,415.5518987341773,555.9463532248343,661.320411392405,955.5398121682317,3386.4228785747778,3371.361462728551
177,380.0144736842105,559.4674185463659,649.2088815789473,805.3404074702886,3022.5116959064326,3087.7368421052633
178,395.18717948717955,538.8180708180707,629.2155448717948,937.6112489660877,3740.1063627730296,3727.4159544159547
179,459.32,616.9684523809523,822.7765625,993.7754032258064,1370.4319444444443,1416.525
180,575.4,782.9981684981688,1040.954326923077,1255.3602150537633,1779.7991452991453,1825.505698005698
181,360.65,551.8941102756892,659.921052631579,812.0950764006794,2924.7110136452247,2993.5131578947367
182,740.1628205128205,997.7960927960928,1255.167467948718,1528.2034739454098,2944.6923076923067,3015.4202279202277
183,550.4410256410257,756.4285714285713,970.5681089743591,1114.8283705541774,1643.2459639126305,1661.3874643874644
184,504.62962962962956,694.7025279247503,874.4552469135804,1161.7455197132615,3399.6456332876087,3438.951989026063
185,531.0430379746836,719.544906570223,935.0783227848101,1103.3977133523886,1600.8030942334738,1658.6075949367087
186,395.3310810810811,588.6364221364221,684.8716216216216,844.2027027027027,3195.28878878879,3258.645645645646
187,543.225974025974,732.0401978973406,940.4618506493508,1134.3229995810639,1816.9470899470896,1891.4776334776336
188,398.9,545.1336996336997,706.9823717948716,837.4383788254756,1103.3537511870848,1135.289173789174
189,434.00759493670887,602.6106088004823,790.2919303797468,900.4365046957943,1473.760431317393,1495.4838255977497
190,443.5333333333333,587.5385067607289,689.6504629629629,980.7984866587019,3402.258344764518,3387.736625514404
191,463.5666666666666,609.8351648351648,799.7628205128207,967.1612903225806,1322.3703703703707,1381.8205128205127
192,454.9354430379747,600.306208559373,796.3354430379745,960.6153532053897,1482.4411626816689,1537.2841068917019
193,684.2649350649351,924.4434137291279,1183.739448051948,1381.0494344365313,1695.421356421357,1742.4992784992783
194,487.65822784810115,632.592525617842,771.1558544303797,1054.7676602694976,2843.2578527894984,2844.641350210971
195,488.3115384615385,673.8040293040293,830.3725961538463,1002.9516129032259,2276.888414055081,2390.423076923077
196,512.2102564102563,713.8290598290597,875.9935897435896,1038.4317617866006,2386.848528015195,2464.031339031339
197,426.9076923076923,576.0750915750916,678.8998397435897,947.6348221670805,3333.120132953466,3353.371794871795
198,419.93037974683546,603.2236286919831,749.8037974683544,927.6855859534505,2459.554617909048,2496.070323488045
199,466.1227848101265,646.3351416515974,852.2507911392406,986.4438546345447,1506.427566807314,1538.4388185654007
200,612.6871794871795,848.9249084249085,1121.173878205128,1316.9425144747727,1642.3760683760684,1665.3547008547007
201,546.7223684210527,719.1729323308272,927.0271381578947,1099.7011884550084,1479.4990253411304,1506.2792397660817
202,455.34430379746834,602.7534659433395,797.4675632911392,966.6088199265004,1357.5827473042661,1387.351617440225
203,457.92077922077925,638.8410636982067,766.7159090909091,1025.8990364474234,3737.5151515151515,3744.51948051948
204,420.1076923076924,566.9774114774116,666.298076923077,969.4871794871794,3523.5242165242157,3503.6139601139603
205,444.0623376623377,594.2312925170066,702.8116883116884,1033.4830330959364,3698.5098605098606,3682.2063492063485
206,346.9860759493671,531.6178420735384,655.299841772152,818.593711719069,2655.0290670417253,2708.407876230661
207,426.40649350649346,600.917130488559,686.4975649350649,986.492249685798,4520.124579124579,4477.836940836941
208,432.35443037974693,585.7166968053043,705.0363924050632,991.6815026541445,3332.24894514768,3338.6244725738393
209,452.2628205128205,612.6459096459096,738.3020833333334,1064.958229942101,3936.095441595442,3959.3960113960106
210,500.29358974358973,676.8925518925519,872.5641025641025,1034.1273779983458,1418.4083570750238,1453.7678062678062
211,382.7564102564102,490.1642246642246,619.8157051282051,771.7944582299422,1115.1581196581196,1192.3874643874644
212,339.53684210526313,519.1635338345865,618.4498355263158,770.5513582342952,2853.298245614035,2932.6739766081864
213,601.8088607594938,838.833031946956,1103.5854430379745,1289.8052266231114,1583.6516643225505,1615.9395218002815
214,348.6128205128206,535.445054945055,638.923076923077,793.9747725392887,2977.624881291549,3055.1823361823363
215,427.23846153846154,566.2026862026863,680.1081730769232,947.9524400330852,3002.4715099715104,3003.706552706553
216,288.53846153846155,462.7594627594628,564.9559294871794,724.141852770885,2744.027540360874,2796.3404558404554
217,473.15131578947376,649.812656641604,800.3527960526317,969.1931239388796,2297.939571150098,2332.2002923976606
218,429.4705128205129,560.7136752136752,686.2499999999999,954.9437551695617,2659.3917378917376,2704.47150997151
219,288.9846153846154,358.7258852258851,434.61217948717945,565.3039702233251,1301.5669515669517,1351.4017094017095
220,620.3782051282052,840.7844932844931,1113.8028846153848,1361.733664185277,1863.627730294397,1902.733618233618
221,446.0675324675325,593.6116264687694,721.3400974025975,1032.0582320904903,3301.775853775853,3308.7647907647906
222,359.426582278481,553.613019891501,685.856012658228,845.3017558187016,2746.5818096577586,2825.0464135021098
223,509.87341772151905,698.5973477998795,921.9018987341774,1115.2801143323807,1462.1697140178148,1497.9859353023908
224,559.9679487179488,735.927960927961,956.2075320512819,1137.590570719603,1604.8053181386513,1656.8148148148148
225,587.6512820512821,803.3028083028084,994.3453525641027,1162.1803143093466,2487.933048433048,2558.4188034188037
226,567.801265822785,750.3881856540085,945.5886075949368,1088.5189873417721,1656.4130332864513,1703.2517580872009
227,397.9858974358975,592.5702075702075,723.9599358974358,892.9152191894128,2755.3822412155746,2833.1823361823363
228,373.9155844155844,559.7149041434756,644.3449675324674,803.0649350649352,3160.1582491582494,3220.6695526695526
229,689.4759493670884,914.200120554551,1174.4145569620252,1386.0322580645163,1763.5925925925926,1828.490857946554
230,595.8,843.4884004884004,1128.3012820512822,1316.0024813895782,1605.6301044634383,1633.994301994302
231,639.1397435897436,875.2619047619046,1095.0833333333333,1342.0363937138127,2847.841405508073,2906.24358974359
232,520.0402597402597,694.7804576376005,833.2491883116883,1127.7209886887306,3682.443963443963,3717.7388167388176
233,456.76875,650.4636904761905,802.5312500000001,986.358870967742,2823.9245370370363,2887.433333333333
234,472.04935064935063,664.6097711811997,840.1168831168832,1011.5286971093423,2129.023569023569,2213.7979797979806
235,663.4376623376623,902.8534322820035,1146.5186688311687,1348.4386258902389,2116.75468975469,2154.815295815296
236,406.1461538461538,558.513431013431,654.2403846153844,984.9255583126552,3917.5004748338074,3884.8888888888887
237,377.22077922077926,572.118119975263,698.955357142857,864.0879765395896,2862.8475228475227,2942.968253968254
238,546.2012345679011,717.5161669606115,937.4876543209876,1126.3038630027877,1518.0946502057614,1548.1975308641972
239,611.2602564102565,823.8809523809524,1026.8301282051282,1283.1195202646816,2918.5322886989543,2977.165242165242
240,339.56363636363636,506.30488559059995,615.8222402597403,772.8596564725597,2487.7599807599804,2523.881673881674
241,381.754794520548,566.3692106979778,668.7071917808219,839.0397702165268,3190.748858447489,3202.5631659056316
242,654.1454545454546,897.6580086580086,1155.3660714285713,1371.8211143695019,2134.8749398749396,2156.522366522366
243,452.43703703703704,603.0435038212815,728.4783950617284,1031.5483870967741,3305.165066300869,3332.8271604938273
244,571.0278481012658,771.7727546714888,1001.8655063291139,1201.6839526337283,1746.9367088607596,1812.3136427566806
245,425.0531645569619,564.500904159132,714.3868670886077,846.1037158023685,1383.0543834974214,1421.2348804500702
246,502.71999999999997,678.9761904761904,883.22109375,1031.2806451612903,1518.2865740740745,1569.7569444444443
247,819.1012820512822,1097.0549450549454,1394.8910256410256,1609.470223325062,2403.268281101615,2450.565527065528
248,322.39733333333334,509.25460317460306,629.4300000000001,798.3660215053761,2844.5555555555566,2890.5614814814817
249,525.7405063291139,746.5816757082581,1000.5909810126582,1172.733768885259,1561.695733708392,1591.6919831223631
250,401.83974358974365,538.3669108669109,658.5625,974.8254755996691,3240.8812915479593,3276.303418803419
251,342.674025974026,534.0958565244281,644.950487012987,797.3917050691246,2870.658008658009,2949.8225108225106
252,401.16666666666663,540.4310134310134,668.5528846153846,826.2733664185278,1845.7350427350425,1907.188034188034
253,395.6285714285714,586.0581323438468,705.1233766233768,867.2023460410556,2865.2645502645496,2906.3203463203463
254,449.2215189873417,591.3158529234478,683.7484177215189,953.1800734993875,3616.3970932958277,3617.872011251758
255,416.20506329113925,620.0518384569018,746.8449367088608,908.9652919559005,3022.2747304266295,3082.365682137834
256,431.4307692307692,615.8498168498168,693.3036858974359,999.8064516129033,4740.761158594492,4676.257834757835
257,564.9628205128204,809.217338217338,1098.4222756410256,1318.479321753515,1713.0645773979109,1762.8960113960113
258,687.6037974683544,941.7709463532249,1242.3378164556966,1473.7313189056758,1843.8677918424755,1903.362869198312
259,440.80000000000007,601.8681318681319,714.7171474358975,954.2162944582299,3050.5987654320984,3041.8190883190887
260,824.0179487179488,1047.9420024420021,1289.9687499999998,1502.8052109181144,1886.7796771130104,1956.4928774928776
261,473.49178082191776,643.010437051533,774.5410958904108,1033.1992929739286,3394.9878234398784,3420.0882800608833
262,706.8379746835443,935.2121760096445,1224.4169303797469,1463.3348305430786,1877.8804500703236,1915.5724331926863
263,613.4282051282051,825.8608058608058,1026.851762820513,1289.8887510339123,2903.677587844254,2939.3418803418804
264,436.50129870129877,585.6227581941866,750.1168831168832,895.7628822790114,1428.4939874939878,1492.5642135642136
265,472.7166666666666,621.1068376068375,804.707532051282,959.3325062034739,1348.716999050332,1390.371794871795
266,605.2128205128205,830.8656898656898,1086.6883012820513,1237.6517783291977,1834.0413105413108,1852.7279202279205
267,585.3851351351352,826.4890604890604,1083.782939189189,1321.5854402789887,2359.076076076076,2394.352852852853
268,367.4820512820512,557.909645909646,683.4551282051282,841.5202646815552,2777.971984805318,2852.4715099715104
269,484.8294871794872,680.2741147741148,840.1834935897436,1072.994623655914,2756.198955365622,2845.0854700854698
270,446.3189873417722,623.681133212779,712.1993670886077,1010.3221723152309,4441.131270511019,4397.393811533052
271,453.85714285714283,621.1682127396414,786.713474025974,1001.9727691663171,2291.6671476671477,2301.4487734487734
